,ids
19652,607800
19653,107557
19654,107688
19655,116743
19656,945360
19657,948160
19658,592170
19659,889940
19660,905510
19661,837340
19662,506530
19663,527380
19664,114928
19665,343040
19666,387495
19667,461640
19668,107815
19669,119205
19670,116447
19671,118641
19672,99207
19673,100959
19674,677130
19675,702250
19676,807240
19677,810330
19678,829620
19679,893780
19680,111372
19681,107973
19682,473360
19683,610230
19684,612640
19685,107457
19686,104705
19687,116879
19688,117241
19689,119207
19690,119688
19691,120192
19692,803360
19693,819520
19694,854870
19695,863870
19696,909660
19697,106145
19698,114913
19699,99409
19700,107736
19701,111413
19702,337137
19703,352195
19704,118952
19705,119323
19706,119924
19707,426280
19708,523910
19709,540890
19710,561910
19711,613680
19712,984130
19713,807100
19714,634020
19715,633910
19716,893720
19717,919570
19718,108724
19719,501300
19720,312479
19721,462710
19722,438340
19723,610900
19724,628310
19725,117327
19726,112166
19727,110150
19728,99333
19729,99332
19730,105639
19731,101259
19732,704920
19733,816260
19734,940490
19735,111863
19736,341096
19737,631130
19738,410510
19739,107540
19740,107834
19741,116799
19742,119717
19743,99459
19744,105142
19745,109528
19746,111223
19747,101416
19748,677100
19749,810340
19750,933550
19751,869290
19752,883190
19753,887020
19754,102077
19755,105938
19756,103757
19757,109361
19758,351237
19759,345903
19760,115773
19761,513720
19762,512180
19763,492170
19764,548850
19765,573020
19766,376001
19767,397393
19768,591350
19769,609850
19770,608170
19771,813080
19772,884240
19773,100620
19774,100973
19775,111909
19776,108557
19777,112505
19778,109934
19779,5690
19780,201847
19781,118687
19782,119712
19783,153810
19784,479010
19785,487310
19786,390305
19787,592150
19788,825100
19789,638860
19790,935100
19791,694980
19792,102838
19793,102064
19794,107437
19795,112656
19796,112815
19797,112935
19798,109933
19799,107687
19800,198811
19801,119972
19802,154960
19803,536270
19804,454250
19805,571390
19806,813620
19807,829750
19808,996290
19809,834290
19810,520770
19811,469840
19812,475250
19813,611850
19814,625470
19815,396621
19816,114241
19817,118622
19818,109628
19819,109643
19820,105881
19821,106019
19822,988600
19823,695180
19824,568060
19825,576670
19826,575520
19827,651790
19828,97839
19829,507
19830,2790
19831,919500
19832,837450
19833,111228
19834,102956
19835,34850
19836,107332
19837,114570
19838,369551
19839,413200
19840,435030
19841,514170
19842,468250
19843,371230
19844,371238
19845,383767
19846,409990
19847,598870
19848,602510
19849,811540
19850,916960
19851,937640
19852,871260
19853,104525
19854,101162
19855,101279
19856,106692
19857,107200
19858,107338
19859,113623
19860,110146
19861,97060
19862,107845
19863,307891
19864,319660
19865,940970
19866,696930
19867,564010
19868,891390
19869,909640
19870,839810
19871,10007987
19872,314188
19873,627460
19874,107458
19875,114132
19876,119629
19877,112202
19878,116679
19879,102469
19880,109478
19881,109622
19882,109668
19883,105608
19884,105641
19885,106309
19886,942030
19887,852620
19888,861060
19889,688860
19890,571380
19891,595870
19892,637500
19893,103833
19894,98241
19895,889890
19896,839060
19897,108540
19898,200361
19899,396001
19900,402950
19901,107789
19902,104529
19903,114159
19904,114242
19905,104977
19906,101336
19907,886290
19908,829530
19909,831800
19910,103302
19911,103271
19912,103172
19913,97812
19914,838100
19915,843810
19916,847600
19917,111724
19918,111755
19919,523690
19920,114576
19921,365734
19922,123390
19923,154393
19924,458700
19925,402666
19926,115810
19927,99458
19928,105213
19929,102215
19930,110503
19931,948210
19932,868850
19933,667550
19934,578660
19935,844440
19936,78549
19937,494830
19938,519590
19939,520750
19940,313106
19941,339148
19942,389927
19943,479650
19944,489000
19945,433290
19946,447980
19947,626960
19948,113381
19949,104883
19950,110717
19951,101375
19952,101586
19953,885940
19954,888420
19955,675740
19956,561890
19957,815500
19958,820650
19959,581190
19960,100741
19961,103703
19962,13722
19963,918450
19964,844980
19965,848810
19966,10007631
19967,458760
19968,480820
19969,444370
19970,445390
19971,631060
19972,626540
19973,113770
19974,119864
19975,118338
19976,110226
19977,105642
19978,110951
19979,101674
19980,858750
19981,822740
19982,564860
19983,103477
19984,103586
19985,916380
19986,75175
19987,83480
19988,108457
19989,489550
19990,115095
19991,353132
19992,380610
19993,155910
19994,480140
19995,484130
19996,403275
19997,119250
19998,118512
19999,113544
20000,99301
20001,104840
20002,105625
20003,106381
20004,888170
20005,962550
20006,668230
20007,537080
20008,813510
20009,578270
20010,100709
20011,102860
20012,6033
20013,926870
20014,846580
20015,847500
20016,108662
20017,108837
20018,114868
20019,97907
20020,119303
20021,119623
20022,119704
20023,530770
20024,485890
20025,556110
20026,572610
20027,970530
20028,938070
20029,830410
20030,829130
20031,853050
20032,873020
20033,102480
20034,106572
20035,104826
20036,105083
20037,110574
20038,97558
20039,108026
20040,116706
20041,118050
20042,541360
20043,506130
20044,962400
20045,361151
20046,373389
20047,201049
20048,471370
20049,475240
20050,439670
20051,604000
20052,396320
20053,107432
20054,117856
20055,119228
20056,111929
20057,109293
20058,862780
20059,707370
20060,706410
20061,535940
20062,814690
20063,826750
20064,829630
20065,831410
20066,595880
20067,103908
20068,890790
20069,889930
20070,890040
20071,926850
20072,837370
20073,523730
20074,103675
20075,48500
20076,106737
20077,107337
20078,109972
20079,99979
20080,98899
20081,98815
20082,2712
20083,107722
20084,116274
20085,520950
20086,536560
20087,448640
20088,488210
20089,573290
20090,379689
20091,382680
20092,592120
20093,965550
20094,824600
20095,636640
20096,647820
20097,828360
20098,897560
20099,903440
20100,106301
20101,106315
20102,103239
20103,101157
20104,10227
20105,108950
20106,110099
20107,97147
20108,323430
20109,369233
20110,115474
20111,115466
20112,116328
20113,117467
20114,117766
20115,139971
20116,146391
20117,165115
20118,162035
20119,662000
20120,527760
20121,535980
20122,540610
20123,445410
20124,465760
20125,549660
20126,546560
20127,888590
20128,106242
20129,103221
20130,76473
20131,107346
20132,113662
20133,112825
20134,109457
20135,110030
20136,98072
20137,182640
20138,119324
20139,119197
20140,454820
20141,493900
20142,576610
20143,573370
20144,595680
20145,943450
20146,708130
20147,836000
20148,849880
20149,860460
20150,10001080
20151,912960
20152,102493
20153,106403
20154,105876
20155,105911
20156,103263
20157,81841
20158,109269
20159,98282
20160,107666
20161,108146
20162,307408
20163,116836
20164,117328
20165,115936
20166,119441
20167,119398
20168,436840
20169,708210
20170,111614
20171,111811
20172,108025
20173,108283
20174,108652
20175,108791
20176,517240
20177,368920
20178,376019
20179,303917
20180,200379
20181,431700
20182,608070
20183,632780
20184,397415
20185,415120
20186,107532
20187,107755
20188,117842
20189,112553
20190,105129
20191,101715
20192,876830
20193,823780
20194,569280
20195,575720
20196,923230
20197,907580
20198,106383
20199,101768
20200,102170
20201,103248
20202,104619
20203,104996
20204,37443
20205,113990
20206,96273
20207,5754
20208,327131
20209,329649
20210,678540
20211,425730
20212,520800
20213,536290
20214,378453
20215,601800
20216,968400
20217,821010
20218,957090
20219,707410
20220,839380
20221,842800
20222,858770
20223,111808
20224,108439
20225,520960
20226,114867
20227,380920
20228,152800
20229,488070
20230,432880
20231,401821
20232,107810
20233,114398
20234,119452
20235,117944
20236,118586
20237,112883
20238,110371
20239,101775
20240,109599
20241,111222
20242,101006
20243,564040
20244,810790
20245,100742
20246,100833
20247,103936
20248,97145
20249,71439
20250,500060
20251,331741
20252,339024
20253,201154
20254,470720
20255,481530
20256,610190
20257,402185
20258,107797
20259,119976
20260,112467
20261,117871
20262,112974
20263,105247
20264,101820
20265,111048
20266,111137
20267,935230
20268,684980
20269,829180
20270,598890
20271,643660
20272,5193
20273,17094
20274,10012258
20275,313060
20276,478780
20277,455130
20278,113653
20279,112207
20280,112448
20281,113128
20282,113439
20283,110170
20284,102338
20285,98276
20286,657850
20287,668210
20288,556140
20289,563050
20290,572470
20291,566150
20292,801550
20293,819510
20294,822070
20295,648840
20296,921010
20297,10008105
20298,690920
20299,868100
20300,883320
20301,903420
20302,907470
20303,103700
20304,79081
20305,106701
20306,106742
20307,113433
20308,113893
20309,108725
20310,112544
20311,112932
20312,477550
20313,483660
20314,400951
20315,403159
20316,415750
20317,419060
20318,419050
20319,107707
20320,119489
20321,110650
20322,945340
20323,966920
20324,862570
20325,97842
20326,95655
20327,892770
20328,844460
20329,111412
20330,107915
20331,531480
20332,115758
20333,163635
20334,157571
20335,301116
20336,107399
20337,107820
20338,114034
20339,114574
20340,117541
20341,98672
20342,105567
20343,101278
20344,106334
20345,106336
20346,106959
20347,886670
20348,957100
20349,959820
20350,983910
20351,807520
20352,537560
20353,556120
20354,639300
20355,644900
20356,97840
20357,2631
20358,451
20359,919600
20360,842830
20361,65927
20362,93645
20363,111738
20364,111864
20365,490410
20366,474850
20367,632800
20368,107057
20369,119657
20370,116299
20371,118522
20372,113427
20373,104740
20374,102397
20375,101001
20376,101158
20377,868800
20378,676750
20379,691450
20380,696170
20381,577510
20382,581310
20383,596000
20384,649810
20385,102547
20386,99975
20387,97737
20388,512340
20389,523930
20390,527790
20391,361160
20392,188940
20393,465230
20394,484280
20395,605320
20396,607200
20397,407760
20398,107048
20399,107455
20400,107833
20401,107823
20402,104357
20403,113624
20404,119344
20405,118078
20406,119106
20407,113239
20408,110251
20409,98880
20410,105231
20411,102171
20412,109153
20413,937630
20414,553880
20415,813610
20416,824800
20417,826870
20418,653660
20419,655290
20420,97206
20421,97785
20422,889960
20423,902480
20424,59820
20425,387550
20426,123160
20427,154385
20428,488990
20429,450340
20430,624800
20431,415080
20432,99468
20433,96493
20434,968420
20435,854150
20436,866180
20437,870840
20438,693960
20439,805940
20440,813420
20441,814480
20442,583090
20443,657340
20444,662880
20445,999220
20446,890350
20447,31381
20448,111298
20449,111830
20450,501320
20451,519320
20452,527370
20453,316563
20454,382264
20455,627030
20456,633950
20457,403272
20458,409580
20459,113621
20460,118621
20461,112826
20462,113540
20463,105343
20464,111011
20465,101701
20466,940590
20467,964440
20468,709650
20469,800950
20470,807750
20471,533750
20472,575710
20473,584860
20474,100681
20475,103704
20476,103831
20477,920410
20478,108674
20479,497740
20480,497410
20481,505550
20482,521080
20483,115334
20484,336327
20485,477910
20486,487440
20487,449910
20488,107463
20489,107539
20490,119450
20491,118049
20492,113382
20493,99235
20494,102416
20495,108677
20496,101549
20497,106433
20498,106559
20499,940230
20500,945650
20501,697380
20502,708150
20503,801300
20504,807120
20505,805660
20506,820030
20507,571700
20508,653130
20509,10000438
20510,100639
20511,100704
20512,103920
20513,836220
20514,840410
20515,108243
20516,500550
20517,520910
20518,336262
20519,338401
20520,427960
20521,445700
20522,607210
20523,397105
20524,421430
20525,120191
20526,112586
20527,107542
20528,107863
20529,104358
20530,113831
20531,117442
20532,119209
20533,119319
20534,118787
20535,118740
20536,113539
20537,110227
20538,105077
20539,105369
20540,109433
20541,101675
20542,106299
20543,106395
20544,974960
20545,694030
20546,540910
20547,548910
20548,811530
20549,809690
20550,816270
20551,645600
20552,103475
20553,2593
20554,833100
20555,834050
20556,843480
20557,495140
20558,526850
20559,531120
20560,115299
20561,115473
20562,329568
20563,352420
20564,154253
20565,304913
20566,327140
20567,435010
20568,624560
20569,116924
20570,119436
20571,119381
20572,119665
20573,120190
20574,112887
20575,110343
20576,105387
20577,109506
20578,109671
20579,105626
20580,96952
20581,97062
20582,876040
20583,948980
20584,993390
20585,676670
20586,676980
20587,691470
20588,701310
20589,807500
20590,816320
20591,828020
20592,830440
20593,650510
20594,650000
20595,102843
20596,14109
20597,894480
20598,907960
20599,71901
20600,492190
20601,520380
20602,148601
20603,200506
20604,460870
20605,429640
20606,402885
20607,107709
20608,107860
20609,104241
20610,117453
20611,119316
20612,119575
20613,119716
20614,116265
20615,117898
20616,118789
20617,104930
20618,109614
20619,105615
20620,105939
20621,110648
20622,106320
20623,884950
20624,861910
20625,869790
20626,815560
20627,821260
20628,97909
20629,2640
20630,895570
20631,83020
20632,115679
20633,327010
20634,190560
20635,454770
20636,631200
20637,409560
20638,417200
20639,419040
20640,104256
20641,104506
20642,104615
20643,114057
20644,115956
20645,116724
20646,118449
20647,102358
20648,106000
20649,110651
20650,96817
20651,965560
20652,654880
20653,553670
20654,565830
20655,573360
20656,582340
20657,993920
20658,923680
20659,860360
20660,907990
20661,103252
20662,104882
20663,100958
20664,101387
20665,15997
20666,65226
20667,107350
20668,111987
20669,108741
20670,110232
20671,110006
20672,96098
20673,10171
20674,337986
20675,365921
20676,116417
20677,118073
20678,659280
20679,666950
20680,420260
20681,515270
20682,493810
20683,563980
20684,584070
20685,404620
20686,403163
20687,409250
20688,964250
20689,807510
20690,646520
20691,10008293
20692,704620
20693,836500
20694,840420
20695,854550
20696,882200
20697,10006505
20698,10007642
20699,100634
20700,106316
20701,104698
20702,107404
20703,107516
20704,113431
20705,111715
20706,111931
20707,112115
20708,438330
20709,625990
20710,626140
20711,411270
20712,117168
20713,116688
20714,118038
20715,109970
20716,109598
20717,111009
20718,886940
20719,940960
20720,705360
20721,536060
20722,577380
20723,596140
20724,640590
20725,657950
20726,993930
20727,921810
20728,835610
20729,849070
20730,10008128
20731,111809
20732,107895
20733,108581
20734,524420
20735,115335
20736,373419
20737,152920
20738,312870
20739,461310
20740,624570
20741,631170
20742,107856
20743,104246
20744,104405
20745,117288
20746,119849
20747,120016
20748,112117
20749,116174
20750,104684
20751,105133
20752,105214
20753,105464
20754,105664
20755,105932
20756,110636
20757,97061
20758,101767
20759,106245
20760,106385
20761,106394
20762,106915
20763,948960
20764,857000
20765,868120
20766,675880
20767,808160
20768,540880
20769,559600
20770,829290
20771,596380
20772,103134
20773,97305
20774,9415
20775,930900
20776,10015385
20777,108702
20778,502610
20779,115130
20780,340197
20781,357561
20782,483930
20783,428800
20784,455110
20785,622400
20786,624550
20787,418660
20788,424560
20789,119578
20790,112168
20791,116656
20792,109363
20793,110934
20794,98281
20795,99887
20796,648850
20797,657940
20798,970740
20799,810890
20800,820660
20801,837460
20802,882180
20803,881070
20804,10006345
20805,102470
20806,101660
20807,101780
20808,105597
20809,103834
20810,360840
20811,369608
20812,379620
20813,190381
20814,477900
20815,480330
20816,613560
20817,623430
20818,402692
20819,107546
20820,104620
20821,118070
20822,118250
20823,110381
20824,99182
20825,109244
20826,109636
20827,881720
20828,884930
20829,889300
20830,857390
20831,801610
20832,807110
20833,542660
20834,548630
20835,571620
20836,584190
20837,585460
20838,581960
20839,601960
20840,647860
20841,662660
20842,663050
20843,14257
20844,894120
20845,833620
20846,75892
20847,10014066
20848,108180
20849,512350
20850,520970
20851,115289
20852,115570
20853,375233
20854,304379
20855,316768
20856,477810
20857,633960
20858,107433
20859,107697
20860,104686
20861,114211
20862,114419
20863,118056
20864,118069
20865,113001
20866,110231
20867,98995
20868,677160
20869,536830
20870,540920
20871,571150
20872,575850
20873,591570
20874,598500
20875,959150
20876,994680
20877,806300
20878,925920
20879,945330
20880,702140
20881,837320
20882,843650
20883,849930
20884,888380
20885,884940
20886,99977
20887,100374
20888,106588
20889,518910
20890,369543
20891,375314
20892,380491
20893,390691
20894,176362
20895,479180
20896,426240
20897,401801
20898,407520
20899,411230
20900,409570
20901,420240
20902,107068
20903,107425
20904,107732
20905,117454
20906,119703
20907,119850
20908,115856
20909,118071
20910,118340
20911,118350
20912,118849
20913,99210
20914,104932
20915,104998
20916,105221
20917,105239
20918,105471
20919,101000
20920,101211
20921,106685
20922,106728
20923,850430
20924,670770
20925,678940
20926,727822
20927,553690
20928,562540
20929,815650
20930,99905
20931,97902
20932,839800
20933,50342
20934,10007464
20935,111732
20936,107893
20937,108237
20938,346659
20939,390232
20940,156388
20941,201146
20942,441570
20943,443910
20944,447760
20945,107075
20946,107694
20947,107862
20948,107767
20949,114035
20950,117382
20951,117780
20952,119208
20953,119438
20954,110361
20955,98817
20956,105014
20957,105211
20958,105332
20959,102471
20960,106146
20961,110684
20962,101358
20963,101452
20964,106373
20965,106719
20966,880310
20967,948970
20968,964740
20969,979900
20970,979830
20971,871340
20972,704710
20973,800127
20974,805240
20975,815620
20976,826690
20977,827920
20978,571430
20979,591510
20980,664900
20981,100282
20982,100786
20983,103272
20984,100163
20985,930840
20986,10014036
20987,10014200
20988,494310
20989,505680
20990,522740
20991,347141
20992,609580
20993,611040
20994,627470
20995,633850
20996,395749
20997,402234
20998,113625
20999,113415
21000,105217
21001,105469
21002,102123
21003,105614
21004,106168
21005,106214
21006,880680
21007,882590
21008,953460
21009,948220
21010,959850
21011,993550
21012,678920
21013,820310
21014,919620
21015,704470
21016,705380
21017,825700
21018,837920
21019,849940
21020,10014207
21021,106346
21022,106382
21023,105897
21024,103744
21025,105123
21026,106792
21027,106881
21028,114218
21029,112981
21030,110718
21031,110881
21032,109675
21033,109635
21034,97850
21035,99978
21036,116697
21037,117873
21038,871770
21039,888920
21040,953910
21041,974730
21042,983080
21043,852380
21044,853920
21045,868970
21046,707420
21047,800770
21048,582500
21049,589710
21050,598510
21051,655130
21052,5223
21053,903940
21054,923010
21055,107965
21056,495060
21057,503690
21058,505690
21059,323845
21060,468830
21061,613550
21062,396788
21063,402315
21064,104402
21065,114037
21066,115839
21067,110353
21068,99195
21069,105050
21070,105018
21071,109426
21072,106015
21073,106219
21074,110874
21075,106300
21076,106557
21077,874730
21078,881330
21079,859110
21080,675770
21081,583120
21082,102714
21083,98128
21084,95355
21085,3310
21086,835910
21087,839040
21088,838680
21089,847590
21090,107991
21091,108478
21092,108491
21093,520010
21094,114925
21095,345342
21096,390186
21097,202959
21098,485190
21099,486600
21100,443800
21101,610290
21102,611160
21103,402314
21104,413300
21105,107341
21106,107424
21107,119320
21108,119946
21109,120015
21110,120344
21111,115957
21112,113131
21113,104852
21114,104859
21115,109690
21116,105919
21117,106227
21118,101277
21119,101769
21120,106404
21121,106678
21122,982370
21123,965350
21124,993430
21125,667610
21126,800126
21127,528080
21128,531990
21129,548980
21130,828740
21131,565820
21132,662670
21133,994540
21134,103618
21135,99974
21136,97731
21137,97945
21138,95688
21139,96166
21140,1791
21141,4251
21142,16161
21143,918790
21144,34321
21145,111712
21146,108282
21147,520760
21148,524390
21149,520920
21150,165859
21151,436360
21152,432780
21153,611030
21154,614510
21155,622540
21156,107685
21157,107775
21158,117001
21159,112441
21160,116746
21161,118642
21162,118585
21163,113436
21164,110077
21165,99042
21166,105019
21167,105364
21168,105335
21169,105327
21170,105621
21171,101485
21172,101700
21173,106274
21174,106919
21175,850800
21176,697300
21177,706680
21178,707000
21179,800129
21180,585070
21181,662890
21182,100560
21183,103743
21184,102522
21185,99976
21186,97835
21187,914
21188,3514
21189,899760
21190,919630
21191,920020
21192,840910
21193,36210
21194,10008576
21195,107959
21196,508560
21197,519100
21198,334791
21199,379611
21200,387517
21201,389692
21202,195103
21203,468060
21204,436860
21205,606100
21206,611150
21207,623490
21208,622160
21209,626950
21210,414560
21211,421670
21212,107299
21213,107344
21214,117037
21215,119103
21216,119292
21217,119198
21218,650530
21219,529500
21220,532130
21221,560800
21222,559730
21223,577390
21224,592740
21225,962640
21226,802600
21227,940170
21228,940330
21229,839410
21230,844780
21231,847380
21232,858890
21233,866040
21234,888430
21235,904390
21236,897950
21237,10006510
21238,10007444
21239,106147
21240,106380
21241,106393
21242,106663
21243,101487
21244,103888
21245,103916
21246,103922
21247,103534
21248,104929
21249,105113
21250,101449
21251,10120
21252,79537
21253,71145
21254,107251
21255,107342
21256,114133
21257,112170
21258,112233
21259,108590
21260,108709
21261,112890
21262,110566
21263,109935
21264,110103
21265,99038
21266,108197
21267,108215
21268,108453
21269,193510
21270,324078
21271,115680
21272,117869
21273,118124
21274,156914
21275,654730
21276,413470
21277,478170
21278,580390
21279,583980
21280,404630
21281,411490
21282,633970
21283,638850
21284,919520
21285,925330
21286,936780
21287,953310
21288,691480
21289,691420
21290,835920
21291,839650
21292,848240
21293,867730
21294,909670
21295,102325
21296,106558
21297,101772
21298,105640
21299,105840
21300,104528
21301,104612
21302,105119
21303,101450
21304,54143
21305,107275
21306,114128
21307,112167
21308,113002
21309,110234
21310,114912
21311,114914
21312,96883
21313,97058
21314,97471
21315,97911
21316,96479
21317,96659
21318,98510
21319,98910
21320,99341
21321,99238
21322,107686
21323,107854
21324,107914
21325,337561
21326,351466
21327,115678
21328,115959
21329,116125
21330,117946
21331,120639
21332,429270
21333,431730
21334,522380
21335,530670
21336,543770
21337,474800
21338,560090
21339,571610
21340,582350
21341,387118
21342,402957
21343,402958
21344,607880
21345,993400
21346,625420
21347,628440
21348,645590
21349,953860
21350,957080
21351,694880
21352,849220
21353,865970
21354,10000172
21355,99991
21356,111735
21357,107998
21358,107897
21359,108139
21360,505520
21361,115209
21362,338613
21363,368857
21364,154326
21365,161047
21366,310150
21367,455820
21368,624640
21369,630900
21370,625940
21371,107427
21372,104516
21373,114394
21374,117234
21375,119985
21376,118735
21377,112788
21378,110380
21379,105434
21380,102359
21381,109273
21382,105933
21383,96723
21384,106348
21385,106722
21386,886540
21387,955890
21388,961400
21389,979980
21390,860350
21391,869780
21392,672990
21393,678300
21394,688830
21395,697910
21396,808140
21397,808700
21398,537470
21399,540900
21400,809400
21401,821250
21402,823890
21403,831200
21404,572620
21405,588510
21406,601920
21407,640220
21408,645220
21409,10000439
21410,100708
21411,103928
21412,103935
21413,102532
21414,102523
21415,102569
21416,102625
21417,102620
21418,102911
21419,99908
21420,97889
21421,98404
21422,96117
21423,909580
21424,913290
21425,922990
21426,925300
21427,932210
21428,842810
21429,10008103
21430,108201
21431,520630
21432,519830
21433,531490
21434,114917
21435,115146
21436,338079
21437,333263
21438,123540
21439,483480
21440,448150
21441,609510
21442,403160
21443,107291
21444,107681
21445,104462
21446,113738
21447,117769
21448,117815
21449,113464
21450,99011
21451,105049
21452,105363
21453,106205
21454,110872
21455,101568
21456,106398
21457,106666
21458,876320
21459,885220
21460,884680
21461,888130
21462,945350
21463,974980
21464,968290
21465,988750
21466,988820
21467,670180
21468,673000
21469,679880
21470,691730
21471,800114
21472,560260
21473,808770
21474,579450
21475,581820
21476,589730
21477,601780
21478,642790
21479,656250
21480,100690
21481,100738
21482,103137
21483,103233
21484,97140
21485,99886
21486,98090
21487,96212
21488,890910
21489,844110
21490,10006502
21491,79111
21492,111411
21493,108168
21494,521790
21495,378381
21496,390585
21497,390241
21498,390291
21499,156540
21500,426570
21501,429260
21502,435470
21503,439550
21504,450330
21505,610040
21506,402192
21507,415170
21508,107289
21509,104496
21510,114068
21511,117804
21512,112218
21513,113430
21514,105334
21515,102252
21516,108865
21517,108862
21518,109585
21519,106163
21520,110505
21521,110838
21522,111003
21523,111083
21524,96433
21525,96671
21526,101064
21527,884440
21528,851270
21529,858260
21530,857500
21531,866070
21532,670450
21533,705370
21534,806590
21535,532960
21536,536840
21537,542690
21538,809780
21539,825010
21540,571990
21541,574550
21542,596130
21543,642810
21544,642320
21545,653680
21546,660070
21547,660080
21548,100840
21549,102572
21550,102559
21551,103138
21552,99913
21553,3841
21554,903380
21555,922150
21556,843060
21557,842690
21558,80454
21559,92380
21560,111612
21561,111663
21562,107913
21563,107906
21564,108217
21565,492180
21566,500130
21567,505730
21568,518580
21569,509020
21570,115465
21571,332178
21572,346373
21573,347761
21574,354840
21575,384820
21576,97557
21577,97561
21578,98524
21579,98561
21580,99016
21581,95687
21582,107794
21583,107804
21584,111080
21585,120660
21586,152900
21587,158445
21588,656850
21589,675750
21590,416020
21591,434960
21592,535890
21593,488240
21594,703950
21595,800260
21596,808230
21597,556280
21598,571420
21599,579410
21600,595860
21601,997800
21602,100277
21603,100376
21604,100155
21605,889920
21606,891430
21607,834060
21608,10012970
21609,10014038
21610,108443
21611,108500
21612,489460
21613,115121
21614,364011
21615,368938
21616,372404
21617,143460
21618,152860
21619,183760
21620,468970
21621,470640
21622,480660
21623,604220
21624,628960
21625,414410
21626,415030
21627,420840
21628,107247
21629,107825
21630,107828
21631,114446
21632,119739
21633,112255
21634,112235
21635,115556
21636,113086
21637,98889
21638,99430
21639,105002
21640,102107
21641,102415
21642,110563
21643,111038
21644,111092
21645,96565
21646,96838
21647,101127
21648,101764
21649,106711
21650,106734
21651,106756
21652,937650
21653,986760
21654,857510
21655,862940
21656,669350
21657,708402
21658,800058
21659,556740
21660,559590
21661,564030
21662,813070
21663,815540
21664,820050
21665,565840
21666,579460
21667,585240
21668,590420
21669,594440
21670,649390
21671,653410
21672,659150
21673,997850
21674,100669
21675,103290
21676,103478
21677,103476
21678,103923
21679,102618
21680,97146
21681,97171
21682,99845
21683,97813
21684,95441
21685,329
21686,6939
21687,890490
21688,911810
21689,836200
21690,836210
21691,844090
21692,10009572
21693,34860
21694,40177
21695,70611
21696,108486
21697,502810
21698,114970
21699,332030
21700,346675
21701,354635
21702,123450
21703,158437
21704,200972
21705,474730
21706,474790
21707,488230
21708,455210
21709,450180
21710,631070
21711,402985
21712,403064
21713,409320
21714,107819
21715,104098
21716,104223
21717,104501
21718,113900
21719,114229
21720,117540
21721,119226
21722,119439
21723,115958
21724,118221
21725,118670
21726,109730
21727,104839
21728,105122
21729,109385
21730,109604
21731,105623
21732,105666
21733,105997
21734,96677
21735,101047
21736,101124
21737,106329
21738,889850
21739,952870
21740,950290
21741,952050
21742,958070
21743,962420
21744,979170
21745,985790
21746,993210
21747,853710
21748,852390
21749,860340
21750,673420
21751,673410
21752,702130
21753,804980
21754,547810
21755,562510
21756,831450
21757,580440
21758,584630
21759,97560
21760,99909
21761,98654
21762,96249
21763,96197
21764,990
21765,6947
21766,901950
21767,834320
21768,836900
21769,84506
21770,10007651
21771,111414
21772,111716
21773,111720
21774,108017
21775,108732
21776,493890
21777,505840
21778,520900
21779,338010
21780,332820
21781,391611
21782,307904
21783,200328
21784,469260
21785,479000
21786,488980
21787,487840
21788,434240
21789,621030
21790,625980
21791,633860
21792,636650
21793,402479
21794,107423
21795,116916
21796,117380
21797,112257
21798,115952
21799,118039
21800,113331
21801,113434
21802,99298
21803,105110
21804,531830
21805,542670
21806,558030
21807,554330
21808,562530
21809,573200
21810,601790
21811,964750
21812,968280
21813,965530
21814,993720
21815,646330
21816,646530
21817,915330
21818,930860
21819,939310
21820,691440
21821,691460
21822,695220
21823,699840
21824,708220
21825,829140
21826,849260
21827,854220
21828,869770
21829,886270
21830,907210
21831,102622
21832,102701
21833,102775
21834,102083
21835,105371
21836,105215
21837,101410
21838,44320
21839,107349
21840,111749
21841,111777
21842,108647
21843,108648
21844,108821
21845,109081
21846,110075
21847,97139
21848,97339
21849,97937
21850,97938
21851,98104
21852,99433
21853,96214
21854,107725
21855,402443
21856,107853
21857,117300
21858,117712
21859,116243
21860,117966
21861,665870
21862,672020
21863,676970
21864,687440
21865,697900
21866,534610
21867,814110
21868,828280
21869,646210
21870,653050
21871,651810
21872,896790
21873,910130
21874,934230
21875,847370
21876,111805
21877,108010
21878,108470
21879,108614
21880,489520
21881,505670
21882,518290
21883,522440
21884,336210
21885,373796
21886,151960
21887,183860
21888,300659
21889,474480
21890,475890
21891,479080
21892,431710
21893,448610
21894,456310
21895,623500
21896,628420
21897,629090
21898,630940
21899,403164
21900,415310
21901,107420
21902,107620
21903,107720
21904,107850
21905,104489
21906,117123
21907,117782
21908,112040
21909,116182
21910,117900
21911,98888
21912,105522
21913,102360
21914,105603
21915,111008
21916,101126
21917,101205
21918,101359
21919,881640
21920,937680
21921,936530
21922,950730
21923,966890
21924,852410
21925,856100
21926,860280
21927,863860
21928,667640
21929,671280
21930,677070
21931,566170
21932,585470
21933,808760
21934,808210
21935,820040
21936,642800
21937,841660
21938,10003907
21939,10001639
21940,906280
21941,911440
21942,10007644
21943,10014212
21944,105365
21945,105644
21946,105838
21947,105916
21948,104359
21949,104491
21950,104700
21951,107038
21952,107044
21953,111778
21954,108735
21955,113004
21956,114434
21957,109429
21958,109507
21959,109726
21960,109884
21961,110007
21962,110076
21963,96955
21964,97936
21965,99613
21966,99017
21967,107723
21968,108023
21969,108448
21970,108493
21971,108475
21972,320561
21973,312290
21974,354980
21975,117498
21976,117854
21977,118074
21978,880410
21979,881760
